FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ,Ch 20
-39.61806106567383,-17.632566452026367,82.6250991821289,-46.3789176940918,-32.56211471557617,33.918540954589844,-8.197769165039062,-6.717452526092529,-88.38309478759766,-8.87542724609375,-9.586343765258789,-0.3917502760887146,-3.9056031703948975,10.258218765258789,8.76330280303955,26.235593795776367,81.35494995117188,4.3004631996154785,2.126293182373047,-25.644914627075195
-69.83832550048828,103.21820068359375,25.18449592590332,21.52962303161621,2.731627941131592,4.502318859100342,-44.1827392578125,60.720924377441406,0.3626028001308441,39.62611770629883,21.058008193969727,100.96139526367188,39.07952880859375,73.84188842773438,14.218972206115723,81.639404296875,-23.83956527709961,14.839662551879883,72.47109985351562,-9.417529106140137
-72.72223663330078,13.10224437713623,-72.2170639038086,8.582904815673828,-20.40807342529297,29.483539581298828,19.337337493896484,-18.96886444091797,3.190770149230957,-16.082172393798828,-15.387981414794922,-14.355701446533203,-82.86286926269531,4.325314998626709,46.27748489379883,-24.823333740234375,-1.5996229648590088,-10.880979537963867,-6.148333549499512,1.2090522050857544
-9.14355754852295,13.209814071655273,-8.593477249145508,-46.580909729003906,-1.9388148784637451,1.3335193395614624,-30.656221389770508,7.633283615112305,9.439008712768555,-42.3519287109375,-28.266733169555664,-79.94610595703125,-12.19915771484375,-29.051483154296875,27.027496337890625,-56.139400482177734,-44.15165328979492,-58.79719161987305,-50.77842330932617,-47.680599212646484
-3.254681348800659,6.442574977874756,-101.9492416381836,-19.967464447021484,-143.7188262939453,-13.742526054382324,-102.16464233398438,-72.2220687866211,-78.71470642089844,15.937519073486328,-57.57441329956055,-35.32546615600586,-107.98573303222656,-117.22459411621094,-11.368240356445312,-13.661758422851562,-20.442989349365234,-52.04380798339844,18.056325912475586,-43.36363220214844
18.012449264526367,38.2237548828125,32.68149948120117,-27.560287475585938,7.170828342437744,55.53380584716797,-57.492855072021484,72.369873046875,38.65998458862305,65.17727661132812,-9.074430465698242,131.67027282714844,-11.229537963867188,148.8248748779297,31.760181427001953,60.62364959716797,32.0533447265625,77.30887603759766,66.37590789794922,11.728045463562012
-69.22233581542969,128.64878845214844,-22.46483612060547,15.975114822387695,-135.47865295410156,112.24598693847656,-154.5067596435547,57.885581970214844,-87.15463256835938,22.835323333740234,-84.52019500732422,93.55368041992188,-136.02914428710938,-5.592395782470703,-74.38959503173828,52.174407958984375,77.28186798095703,-58.239112854003906,1.6572449207305908,39.9625358581543
83.61117553710938,95.0468978881836,60.45586395263672,56.44305419921875,76.77222442626953,6.3848090171813965,88.29914093017578,38.30229187011719,24.497509002685547,-1.283260703086853,66.87113952636719,66.58605194091797,101.94908905029297,143.43829345703125,133.73744201660156,54.523681640625,-5.1919121742248535,68.90728759765625,140.91314697265625,1.0070375204086304
-16.619739532470703,28.190704345703125,-44.53327941894531,-39.19084167480469,69.2957534790039,-65.69527435302734,7.568209171295166,8.843268394470215,86.91856384277344,0.24634255468845367,51.50559997558594,42.31602478027344,-87.3392105102539,-1.6145600080490112,42.56581115722656,-36.14327621459961,-21.089073181152344,28.106245040893555,-82.1352310180664,23.18743324279785
129.24179077148438,-40.2423210144043,-40.12577819824219,-30.001867294311523,-6.768117427825928,-31.683256149291992,58.06431198120117,-105.76338958740234,31.20570182800293,-108.23509216308594,92.88029479980469,2.110609769821167,106.68538665771484,5.837446212768555,73.0193099975586,-27.026241302490234,-80.30980682373047,44.50071716308594,-70.63247680664062,-9.519611358642578
64.98892211914062,23.94455909729004,-2.070599317550659,11.02763557434082,-1.576650857925415,-62.63994216918945,46.392494201660156,-24.180871963500977,72.7174072265625,-94.25822448730469,-61.61566925048828,42.862361907958984,10.405717849731445,-60.13607406616211,44.21380615234375,5.4756574630737305,14.079841613769531,69.37322235107422,54.561519622802734,-95.75628662109375
-85.5014877319336,-32.278709411621094,-10.61769962310791,64.75110626220703,35.2066764831543,-7.301517963409424,-112.3686294555664,78.30142211914062,-73.75053405761719,-40.7678108215332,-26.81452178955078,22.880817413330078,-86.16045379638672,77.9776840209961,-85.40261840820312,47.494163513183594,83.69778442382812,-62.581356048583984,90.57205963134766,57.539756774902344
21.710695266723633,80.08052825927734,-50.70539474487305,22.01178741455078,-38.168052673339844,76.27263641357422,-8.753013610839844,120.8715591430664,-63.406288146972656,134.2794647216797,32.93863296508789,95.72859954833984,14.080731391906738,76.28714752197266,41.233943939208984,78.99539184570312,99.40027618408203,8.120862007141113,132.2282257080078,17.86127471923828
-1.0588575601577759,111.2455062866211,1.5192203521728516,81.60301208496094,6.9883623123168945,15.255122184753418,-4.675625324249268,59.613468170166016,-29.767709732055664,22.79165267944336,-4.859724998474121,58.680397033691406,-9.644227027893066,1.6754419803619385,-8.791440963745117,141.9593048095703,130.1466522216797,-4.19024133682251,97.10213470458984,-11.55843734741211
-19.33209991455078,20.953598022460938,9.624885559082031,-7.728800296783447,-81.30524444580078,-48.1341552734375,50.96461486816406,-3.6348228454589844,-74.53648376464844,43.90301513671875,5.745290756225586,59.712467193603516,89.58618927001953,-3.1854233741760254,23.850004196166992,32.0837516784668,96.10248565673828,-27.99883460998535,51.55522918701172,61.36717224121094
-62.80983352661133,54.112388610839844,3.4805634021759033,3.0000710487365723,-50.03562545776367,-30.10585594177246,-0.694679319858551,-38.48045349121094,-79.18785095214844,6.946408748626709,39.43471908569336,-73.20502471923828,-68.40692138671875,-32.6307258605957,-95.17167663574219,-74.69609832763672,-75.83125305175781,-39.61246871948242,12.301557540893555,-8.7214994430542
64.40447235107422,-57.55342483520508,45.41465759277344,45.07042694091797,82.63871765136719,5.024363994598389,101.41443634033203,-53.20667266845703,-9.04647445678711,3.5527091026306152,36.449710845947266,-5.921952724456787,64.27039337158203,0.46977585554122925,65.59530639648438,85.29071044921875,34.949851989746094,67.36023712158203,81.51793670654297,1.876935601234436
-51.22617721557617,19.279787063598633,27.84584617614746,54.737552642822266,-17.093313217163086,-33.85045623779297,-45.78508377075195,24.981155395507812,18.247257232666016,104.46924591064453,29.75473403930664,105.52436065673828,-15.149306297302246,-19.73895263671875,70.23084259033203,52.3271598815918,32.60077667236328,62.26845169067383,11.15184211730957,-102.74275207519531
78.60360717773438,30.015392303466797,38.88959884643555,64.30564880371094,-15.086690902709961,-34.790435791015625,122.55091857910156,-3.5295088291168213,94.92311096191406,29.477861404418945,65.59298706054688,46.82960510253906,73.93829345703125,-85.01958465576172,6.22975492477417,-35.0125617980957,4.964152812957764,10.147945404052734,-1.1459378004074097,17.440383911132812
-55.141639709472656,29.329246520996094,-55.03321838378906,31.581628799438477,-54.82219314575195,96.35649871826172,-101.33287048339844,-53.703147888183594,-64.45817565917969,-46.66618347167969,-107.36883544921875,41.9878044128418,-4.2536702156066895,22.862951278686523,-89.67345428466797,48.6619987487793,81.84320068359375,-36.779605865478516,-45.665462493896484,2.8789753913879395
-42.687129974365234,-23.65300750732422,57.946537017822266,-58.0185432434082,13.774140357971191,-42.5772705078125,23.183120727539062,32.17879867553711,5.038968563079834,62.86614227294922,16.436904907226562,-8.653873443603516,46.44269943237305,12.098467826843262,60.32280349731445,-57.92085266113281,-87.23853302001953,-41.504669189453125,-4.878971576690674,-1.4962568283081055
57.39064407348633,43.21533203125,57.9359245300293,70.48145294189453,11.96097183227539,61.70540237426758,12.170487403869629,131.02268981933594,-5.118475914001465,110.3609390258789,21.688827514648438,102.2792739868164,62.13748550415039,147.7255096435547,70.63683319091797,78.78582000732422,122.20542907714844,79.74053955078125,72.88268280029297,4.6642255783081055
10.947007179260254,-20.219261169433594,30.143165588378906,66.08109283447266,-40.02903747558594,141.845458984375,16.703975677490234,33.40733337402344,27.172412872314453,129.13697814941406,-32.573936462402344,60.924095153808594,37.9517822265625,108.04615020751953,85.35166931152344,10.898027420043945,57.488677978515625,33.548248291015625,72.99368286132812,22.590469360351562
144.82798767089844,-33.34364700317383,37.94022750854492,21.239830017089844,117.60469055175781,-38.32587432861328,72.67622375488281,10.200281143188477,107.57402801513672,-107.1035385131836,82.63468933105469,-41.14604949951172,-4.387482643127441,-37.95501708984375,79.81057739257812,-32.4948616027832,-60.030826568603516,7.9073872566223145,-53.917396545410156,-5.611575126647949
-84.40361022949219,64.19795227050781,-25.40326690673828,3.3355753421783447,-114.9279556274414,-33.37069320678711,-97.3667221069336,9.077469825744629,48.75436019897461,-9.087699890136719,-28.92546844482422,88.04708862304688,-9.135470390319824,94.75061798095703,-82.58039093017578,88.7293472290039,149.0196990966797,-45.06298828125,49.093021392822266,-4.966230392456055
141.5972137451172,51.76581573486328,73.81388854980469,131.62001037597656,21.439424514770508,63.10822296142578,30.39494514465332,34.39429473876953,6.288013458251953,-32.84103775024414,98.66911315917969,12.642824172973633,-3.48643159866333,64.07369232177734,71.48515319824219,108.54733276367188,-13.34968376159668,76.86797332763672,-42.213401794433594,-29.311830520629883
-78.64566802978516,-102.60191345214844,-59.89787673950195,-120.50186157226562,-99.57699584960938,-87.07027435302734,-26.82115936279297,-67.08726501464844,22.039745330810547,-0.18105128407478333,-35.178611755371094,-122.44784545898438,-34.98486328125,-127.99748229980469,-17.036863327026367,-51.542259216308594,-16.17374038696289,-53.22097396850586,-112.4155502319336,25.658430099487305
89.3215560913086,-54.076534271240234,53.56179428100586,58.853729248046875,39.193153381347656,13.681902885437012,6.715383052825928,62.5800895690918,68.3993148803711,20.101503372192383,-18.6904296875,-75.24378967285156,65.70970153808594,54.231590270996094,1.5212026834487915,-80.29304504394531,71.40070343017578,37.03717803955078,15.272740364074707,71.20755004882812
